Table_Type	Family	Family_Link	Family_Note	Family_Note_Link	Family_Indicator	Alt	Alt_Note	Alt_Note_Link	Alt_Indicator	AN	AN_Link	AN_Note	AN_Note_Link	AN_Indicator	Name	Name_Note	Name_Note_Link	Name_Indicator	EC	EC_Links	EC_Note	EC_Note_Link	EC_Indicator	Organism	Organism_Note	Organism_Note_Link	Organism_Indicator	Cell_Loc	Cell_Loc_Note	Cell_Loc_Note_Link	Cell_Loc_Indicator	AAs	AAs_Note	AAs_Note_Link	AAs_Indicator	Structure	Structure_Note	Structure_Note_Link	Structure_Indicator	PDB_IDs	PDB_RCSB_Links	PDB_UniProt_Links	PDB_Note	PDB_Indicator	Km	Km_DOIs	Km_Note	Km_Indicator	Vmax	Vmax_DOIs	Vmax_Note	Vmax_Indicator	Kcat	Kcat_DOIs	Kcat_Note	Kcat_Indicator
ESP	1-5-16	/html-files/class1-family16.html				VcA, type I				Q9KQK3	https://www.uniprot.org/uniprotkb/Q9KQK3/entry								3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Vibrio cholerae				Cytoplasm				337				Homo tetramer				2OCD	https://www.rcsb.org/structure/2OCD		Paper to be published	i	1.1	https://doi.org/10.1016/j.ijbiomac.2017.12.165	Sequence may not be exact match	i					4424	https://doi.org/10.1016/j.ijbiomac.2017.12.165	Sequence may not be exact match	i
ESP	1-5-16	/html-files/class1-family16.html				-				A0A191W2U6	https://www.uniprot.org/uniprotkb/A0A191W2U6/entry								3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Vibrio sp.				-				337				-									4.517	https://doi.org/10.1016/j.biochi.2025.03.003							2.88	https://doi.org/10.1016/j.biochi.2025.03.003		
ESP	1-5-16	/html-files/class1-family16.html				YpAI				A0A3N4B0Q2	https://www.uniprot.org/uniprotkb/A0A3N4B0Q2/entry								3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Yersinia pestis				Cytoplasm				338				Homo dimer / tetramer				7R69	https://www.rcsb.org/structure/7R69	https://www.uniprot.org/uniprotkb/A0A3N4B0Q2/entry#structure			6.0	https://doi.org/10.1111/febs.16635	K_0.5	i					42.0	https://doi.org/10.1111/febs.16635		
ESP	2-1-2	/html-files/class2-family2.html				-				D0V0N4	https://www.uniprot.org/uniprotkb/D0V0N4/entry								3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Asobara tabida				Venom				362				-									4.051	https://doi.org/10.1371/journal.pone.0181940										
ESP	2-1-2	/html-files/class2-family2.html				-				P20933	https://www.uniprot.org/uniprotkb/P20933/entry				ASPG_HUMAN				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Homo sapiens				Lysosome				346				Hetero tetramer / homo dimer				1APY	https://www.rcsb.org/structure/1APY	https://www.uniprot.org/uniprotkb/P20933/entry#structure			0.656	https://doi.org/10.1016/S0014-5793(97)00761-8	Sequence may not be exact match	i								
ESP	2-1-2	/html-files/class2-family2.html				-				A0A141NXG8	https://www.uniprot.org/uniprotkb/A0A141NXG8/entry								3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Leptopilina heterotoma				Venom				367				-									1.188	https://doi.org/10.1371/journal.pone.0181940										
ESP	2-1-2	/html-files/class2-family2.html				-				O02467	https://www.uniprot.org/uniprotkb/O02467/entry				ASPG_SPOFR				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Spodoptera frugiperda				Lysosome				320				-									3.0	https://doi.org/10.1093/glycob/6.5.527										
ESP	2-1-5	/html-files/class2-family5.html				-				A0A1V3U2Z4	https://www.uniprot.org/uniprotkb/A0A1V3U2Z4/entry								3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Elizabethkingia meningoseptica				-				331				Hetero tetramer / homo dimer				6DEY	https://www.rcsb.org/structure/6DEY															
ESP	2-1-5	/html-files/class2-family5.html				-				Q47898	https://www.uniprot.org/uniprotkb/Q47898/entry				ASPG_ELIMR				3.5.1.26	https://enzyme.expasy.org/EC/3.5.1.26				Elizabethkingia miricola				Periplasm				340				Hetero tetramer / homo dimer				1AYY	https://www.rcsb.org/structure/1AYY	https://www.uniprot.org/uniprotkb/Q47898/entry#structure														
ESP	2-2-6	/html-files/class2-family6.html				-				Q8YQB1	https://www.uniprot.org/uniprotkb/Q8YQB1/entry				ASGX_NOSS1				3.4.19.5	https://enzyme.expasy.org/EC/3.4.19.5				Nostoc sp.				-				318				-									2.0	https://doi.org/10.1042/bj3640129			2.2	https://doi.org/10.1042/bj3640129						
ESP	2-2-6	/html-files/class2-family6.html				-				P74383	https://www.uniprot.org/uniprotkb/P74383/entry				ASGX_SYNY3				3.4.19.5	https://enzyme.expasy.org/EC/3.4.19.5				Synechocystis sp.				-				329				-									0.66	https://doi.org/10.1042/bj3640129			1.6	https://doi.org/10.1042/bj3640129						
ESP	2-3-9	/html-files/class2-family9.html				-				Q9H6P5	https://www.uniprot.org/uniprotkb/Q9H6P5/entry				TASP1_HUMAN				3.4.25.-	https://enzyme.expasy.org/EC/3.4.25.-				Homo sapiens				-	Overexpressed in primary human cancers.	https://doi.org/10.1016/j.str.2021.03.008	i	420				Hetero tetramer / homo dimer / hexamer	Concentration dependent.		i	6VIN	https://www.rcsb.org/structure/6VIN	https://www.uniprot.org/uniprotkb/Q9H6P5/entry#structure														
ESP	2-4-10	/html-files/class2-family10.html				-				A0A0N7IWY2	https://www.uniprot.org/uniprotkb/A0A0N7IWY2/entry								3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Aquabacterium sp.				-				306				-									33.7	https://doi.org/10.1007/s10482-015-0614-0							0.0087	https://doi.org/10.1007/s10482-015-0614-0		
ESP	2-4-10	/html-files/class2-family10.html				-				Q6L1Z2	https://www.uniprot.org/uniprotkb/Q6L1Z2/entry								3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Picrophilus torridus				-				297				-									11.69	https://doi.org/10.1021/acsomega.2c01127							0.056	https://doi.org/10.1021/acsomega.2c01127		
ESP	2-4-10	/html-files/class2-family10.html				-				A3MUS8	https://www.uniprot.org/uniprotkb/A3MUS8/entry				ASPGP_PYRCJ				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Pyrobaculum calidifontis				-				299				Dimer	Determined from gel filtration		i						4.5	https://doi.org/10.1007/s12223-018-0656-6			355	https://doi.org/10.1007/s12223-018-0656-6			374.0	https://doi.org/10.1007/s12223-018-0656-6		
ESP	2-4-10	/html-files/class2-family10.html				-				Q9V262	https://www.uniprot.org/uniprotkb/Q9V262/entry				ASPGP_PYRAB				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Pyrococcus abyssi				-				305				-									2.051	https://doi.org/10.1590/1519-6984.244735										
ESP	2-4-10	/html-files/class2-family10.html				-				Q5JHT1	https://www.uniprot.org/uniprotkb/Q5JHT1/entry				ASPGP_THEKO				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Thermococcus kodakarensis				-				306				Dimer	Determined from gel filtration		i						3.1	https://doi.org/10.1016/j.ijbiomac.2020.01.012			833	https://doi.org/10.1016/j.ijbiomac.2020.01.012						
ESP	2-4-12	/html-files/class2-family12.html				CpAIII				H0VQC8	https://www.uniprot.org/uniparc/UPI000184D93B/entry								3.4.19.5;3.5.1.1	https://enzyme.expasy.org/EC/3.4.19.5;https://enzyme.expasy.org/EC/3.5.1.1				Cavia porcellus				-				332				Hetero tetramer / homo dimer				4O47	https://www.rcsb.org/structure/4O47				2.24	https://doi.org/10.1021/bi401692v							3.95	https://doi.org/10.1021/bi401692v		
ESP	2-4-12	/html-files/class2-family12.html				-				Q7L266	https://www.uniprot.org/uniprotkb/Q7L266/entry				ASGL1_HUMAN				3.4.19.5;3.5.1.1	https://enzyme.expasy.org/EC/3.4.19.5;https://enzyme.expasy.org/EC/3.5.1.1				Homo sapiens				Cytoplasm				308				Hetero tetramer / homo dimer				4ZM9	https://www.rcsb.org/structure/4ZM9	https://www.uniprot.org/uniprotkb/Q7L266/entry#structure			3.4	 https://doi.org/10.1002/mrd.10092							6.9	 https://doi.org/10.1002/mrd.10092		
ESP	2-4-12	/html-files/class2-family12.html				-				Q8VI04	https://www.uniprot.org/uniprotkb/Q8VI04/entry				ASGL1_RAT				3.4.19.5;3.5.1.1	https://enzyme.expasy.org/EC/3.4.19.5;https://enzyme.expasy.org/EC/3.5.1.1				Rattus norvegicus				Cytoplasm				333				-									2.4	https://doi.org/10.1046/j.1471-4159.2003.01766.x										
ESP	2-5-14	/html-files/class2-family14.html				-				P50287	https://www.uniprot.org/uniprotkb/P50287/entry				ASPGA_ARATH				3.4.19.5	https://enzyme.expasy.org/EC/3.4.19.5				Arabidopsis thaliana				-				315				-									> 4	https://doi.org/10.1042/bj3640129										
ESP	2-5-14	/html-files/class2-family14.html				EcAIII				P37595	https://www.uniprot.org/uniprotkb/P37595/entry				IAAA_ECOLI				3.4.19.5	https://enzyme.expasy.org/EC/3.4.19.5				Escherichia coli				-				321				Hetero tetramer / homo dimer				1T3M	https://www.rcsb.org/structure/1T3M	https://www.uniprot.org/uniprotkb/P37595/entry#structure			3.9	https://doi.org/10.1111/j.1432-1033.2004.04254.x							0.28	https://doi.org/10.1111/j.1432-1033.2004.04254.x		
ESP	2-5-14	/html-files/class2-family14.html				LlAIII				Q9ZSD6	https://www.uniprot.org/uniprotkb/Q9ZSD6/entry				ASPG_LUPLU				3.4.19.5	https://enzyme.expasy.org/EC/3.4.19.5				Lupinus luteus				-				325				Hetero tetramer / homo dimer				2GEZ	https://www.rcsb.org/structure/2GEZ	https://www.uniprot.org/uniprotkb/Q9ZSD6/entry#structure			4.8	https://doi.org/10.1111/j.1432-1033.2004.04254.x							0.32	https://doi.org/10.1111/j.1432-1033.2004.04254.x		
ESP	2-5-14	/html-files/class2-family14.html				PvAIII				V7CU13	https://www.uniprot.org/uniprotkb/V7CU13/entry								3.4.19.5	https://enzyme.expasy.org/EC/3.4.19.5				Phaseolus vulgaris				-				326				Hetero tetramer / homo dimer				4PU6	https://www.rcsb.org/structure/4PU6	https://www.uniprot.org/uniprotkb/V7CU13/entry#structure														
ESP	2-5-14	/html-files/class2-family14.html				-				UPI002B2CA93D	https://www.uniprot.org/uniparc/UPI002B2CA93D/entry								3.4.19.5	https://enzyme.expasy.org/EC/3.4.19.5				Solanum lycopersicum				-				329				-									0.66	https://doi.org/10.1021/acsomega.3c07633										
ESP	2-5-17	/html-files/class2-family17.html				-				X7EBZ8	https://www.uniprot.org/uniprotkb/X7EBZ8/entry								3.4.19.5	https://enzyme.expasy.org/EC/3.4.19.5				Roseivivax halodurans				-				310				Hetero tetramer / homo dimer				8DQM	https://www.rcsb.org/structure/8DQM	https://www.uniprot.org/uniprotkb/X7EBZ8/entry#structure														
ESP	3-1-1	/html-files/class3-family1.html				-				A0A0C5GVW3	https://www.uniprot.org/uniprotkb/A0A0C5GVW3/entry								3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Paenibacillus barengoltzii				-				336				Monomer	Determined by gel filtration.		i						3.6	https://doi.org/10.1016/j.ijbiomac.2016.11.115			162.2	https://doi.org/10.1016/j.ijbiomac.2016.11.115						
ESP	3-1-1	/html-files/class3-family1.html				-				A0A068N0Z8	https://www.uniprot.org/uniprotkb/A0A068N0Z8/entry								3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Synechocystis sp.				-				317				-									29	https://doi.org/10.1134/S000629791610014X			25.7	https://doi.org/10.1134/S000629791610014X						
ESP	3-2-2	/html-files/class3-family2.html				-				W0KM71	https://www.uniprot.org/uniprotkb/W0KM71/entry								3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Nocardiopsis alba				Extracellular				320				-									0.127	https://doi.org/10.1007/s00449-014-1277-3			5.5	https://doi.org/10.1007/s00449-014-1277-3						
ESP	3-2-2	/html-files/class3-family2.html				-				Q54237	https://www.uniprot.org/uniprotkb/Q54237/entry								3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Streptomyces griseus				Extracellular				328				-																				
ESP	3-3-3	/html-files/class3-family3.html				ReAV				Q2K0Z2	https://www.uniprot.org/uniprotkb/Q2K0Z2/entry								3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Rhizobium etli				-				367				Homo dimer				7OS6	https://www.rcsb.org/structure/7OS6	https://www.uniprot.org/uniprotkb/Q2K0Z2/entry#structure			4.2	https://doi.org/10.1038/s41467-021-27105-x							438	https://doi.org/10.1038/s41467-021-27105-x		
ESP	3-4-4	/html-files/class3-family4.html				ReAIV				Q2KB35	https://www.uniprot.org/uniprotkb/Q2KB35/entry								3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Rhizobium etli				-				335				Homo dimer				8CLZ	https://www.rcsb.org/structure/8CLZ	https://www.uniprot.org/uniprotkb/Q2KB35/entry#structure			1.34	https://doi.org/10.1107/S2059798323005648							411	https://doi.org/10.1107/S2059798323005648		
Swiss-Prot	1-1-1	/html-files/class1-family1.html				ScAII	Identical sequences: P0CZ17, P0CX77, P0CX78, P0CX79		i	P0CZ17	https://www.uniprot.org/uniprotkb/P0CZ17/entry				ASP21_YEAST				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Saccharomyces cerevisiae				Secreted				362				-									0.27	https://doi.org/10.1016/s0021-9258(17)38144-9			42	https://doi.org/10.1016/s0021-9258(17)38144-9						
Swiss-Prot	1-1-1	/html-files/class1-family1.html				ScAII	Identical sequences: P0CZ17, P0CX77, P0CX78, P0CX79		i	P0CX77	https://www.uniprot.org/uniprotkb/P0CX77/entry				ASP22_YEAST				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Saccharomyces cerevisiae				Secreted				362				-									0.27	https://doi.org/10.1016/s0021-9258(17)38144-9			42	https://doi.org/10.1016/s0021-9258(17)38144-9						
Swiss-Prot	1-1-1	/html-files/class1-family1.html				ScAII	Identical sequences: P0CZ17, P0CX77, P0CX78, P0CX79		i	P0CX78	https://www.uniprot.org/uniprotkb/P0CX78/entry				ASP23_YEAST				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Saccharomyces cerevisiae				Secreted				362				-									0.27	https://doi.org/10.1016/s0021-9258(17)38144-9			42	https://doi.org/10.1016/s0021-9258(17)38144-9						
Swiss-Prot	1-1-1	/html-files/class1-family1.html				ScAII	Identical sequences: P0CZ17, P0CX77, P0CX78, P0CX79		i	P0CX79	https://www.uniprot.org/uniprotkb/P0CX79/entry				ASP24_YEAST				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Saccharomyces cerevisiae				Secreted				362				-									0.27	https://doi.org/10.1016/s0021-9258(17)38144-9			42	https://doi.org/10.1016/s0021-9258(17)38144-9						
Swiss-Prot	1-1-1	/html-files/class1-family1.html				-				P87015	https://www.uniprot.org/uniprotkb/P87015/entry				ASPG1_SCHPO				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Schizosaccharomyces pombe				Secreted, cell wall				360				-																				
Swiss-Prot	1-1-1	/html-files/class1-family1.html				ScAI				P38986	https://www.uniprot.org/uniprotkb/P38986/entry				ASPG1_YEAST				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Saccharomyces cerevisiae				Cytoplasm				381				-									0.075	https://doi.org/10.1038/srep36239	K_0.5, allosteric enzyme	i								
Swiss-Prot	1-1-1	/html-files/class1-family1.html				-				Q9UTS7	https://www.uniprot.org/uniprotkb/Q9UTS7/entry				ASPG2_SCHPO				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Schizosaccharomyces pombe				Secreted, cell wall				356				-																				
Swiss-Prot	1-1-1	/html-files/class1-family1.html				-				Q8NKC0	https://www.uniprot.org/uniprotkb/Q8NKC0/entry				ASPG3_SCHPO				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Schizosaccharomyces pombe				Secreted, cell wall				360				-																				
Swiss-Prot	1-1-1	/html-files/class1-family1.html				-				Q8TFF8	https://www.uniprot.org/uniprotkb/Q8TFF8/entry				ASPG4_SCHPO				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Schizosaccharomyces pombe				Secreted, cell wall				356				-																				
Swiss-Prot	1-1-3	/html-files/class1-family3.html				-				O34482	https://www.uniprot.org/uniprotkb/O34482/entry				ASPG2_BACSU				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Bacillus subtilis				-				375				-									0.43	https://doi.org/10.1007/s00253-019-09967-w										
Swiss-Prot	1-1-3	/html-files/class1-family3.html				EcAII				P00805	https://www.uniprot.org/uniprotkb/P00805/entry				ASPG2_ECOLI				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Escherichia coli				Periplasm				348				Homo tetramer				3ECA	https://www.rcsb.org/structure/3eca	https://www.uniprot.org/uniprotkb/P00805/entry#structure			0.015	https://doi.org/10.1110/ps.9.10.2009							24	https://doi.org/10.1110/ps.9.10.2009		
Swiss-Prot	1-1-3	/html-files/class1-family3.html				-				P43843	https://www.uniprot.org/uniprotkb/P43843/entry				ASPG2_HAEIN				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Haemophilus influenzae				Periplasm				349				-																				
Swiss-Prot	1-1-3	/html-files/class1-family3.html				ErA, type II				P06608	https://www.uniprot.org/uniprotkb/P06608/entry				ASPG_DICCH				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Dickeya chrysanthemi				-				348				Homo tetramer				5F52	https://www.rcsb.org/structure/5F52	https://www.uniprot.org/uniprotkb/P06608/entry#structure			0.058	https://doi.org/10.1111/j.1742-4658.2009.06910.x	Sequence may not be exact match.	i					565	https://doi.org/10.1007/s12033-014-9766-9	Sequence may not be exact match. K_cat may not correspond to K_m.	i
Swiss-Prot	1-1-3	/html-files/class1-family3.html				HpA, type II				Q9ZLB9	https://www.uniprot.org/uniprotkb/Q9ZLB9/entry				ASPG_HELPJ				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Helicobacter pylori	(strain J99 / ATCC 700824) (Campylobacter pylori J99)		i	Cytoplasm				332				Homo tetramer				PDBs		https://www.uniprot.org/uniprotkb/Q9ZLB9/entry#structure			0.29	https://doi.org/10.1371/journal.pone.0117025	S_0.5, Sequence may not be exact match	i	31.22	https://doi.org/10.1371/journal.pone.0117025	Sequence may not be exact match	i	19.26	https://doi.org/10.1371/journal.pone.0117025	Sequence may not be exact match	i
Swiss-Prot	1-1-3	/html-files/class1-family3.html				HpA, type II				O25424	https://www.uniprot.org/uniprotkb/O25424/entry				ASPG_HELPY				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Helicobacter pylori	(strain ATCC 700392 / 26695) (Campylobacter pylori)		i	Cytoplasm				330				-																				
Swiss-Prot	1-1-3	/html-files/class1-family3.html				WsA, type II				P50286	https://www.uniprot.org/uniprotkb/P50286/entry				ASPG_WOLSU				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Wolinella succinogenes				Cytoplasm				330				Homo tetramer				1WSA	https://www.rcsb.org/structure/1WSA	https://www.uniprot.org/uniprotkb/P50286/entry#structure			0.0217	https://doi.org/10.1038/srep41643							97.8	https://doi.org/10.1038/srep41643		
Swiss-Prot	1-1-3	/html-files/class1-family3.html				-				P10172	https://www.uniprot.org/uniprotkb/P10172/entry				ASPQ_ACIGL				3.5.1.38	https://enzyme.expasy.org/EC/3.5.1.38				Acinetobacter glutaminasificans				Periplasm				331				Homo tetramer				1AGX	https://www.rcsb.org/structure/1AGX															
Swiss-Prot	1-1-3	/html-files/class1-family3.html				-				Q9I407	https://www.uniprot.org/uniprotkb/Q9I407/entry				ASPQ_PSEAE				3.5.1.38	https://enzyme.expasy.org/EC/3.5.1.38				Pseudomonas aeruginosa				Periplasm				362				-																				
Swiss-Prot	1-1-3	/html-files/class1-family3.html				-				O68897	https://www.uniprot.org/uniprotkb/O68897/entry				ASPQ_PSEFA				3.5.1.38	https://enzyme.expasy.org/EC/3.5.1.38				Pseudomonas fluorescens				Periplasm				362				-																				
Swiss-Prot	1-1-3	/html-files/class1-family3.html				-				Q88K39	https://www.uniprot.org/uniprotkb/Q88K39/entry				ASPQ_PSEPK				3.5.1.38	https://enzyme.expasy.org/EC/3.5.1.38				Pseudomonas putida				Periplasm				362				-																				
Swiss-Prot	1-1-3	/html-files/class1-family3.html				-				P10182	https://www.uniprot.org/uniprotkb/P10182/entry				ASPQ_PSES7				3.5.1.38	https://enzyme.expasy.org/EC/3.5.1.38				Pseudomonas sp.				Periplasm				337				Homo tetramer				3PGA	https://www.rcsb.org/structure/3PGA	https://www.uniprot.org/uniprotkb/P10182/entry#structure														
Swiss-Prot	1-2-5	/html-files/class1-family5.html				BlA, type I				P30363	https://www.uniprot.org/uniprotkb/P30363/entry				ASPG_BACLI				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Bacillus licheniformis				Cytoplasm				322				-																				
Swiss-Prot	1-2-6	/html-files/class1-family6.html				-				Q9RRX9	https://www.uniprot.org/uniprotkb/Q9RRX9/entry				ASPG_DEIRA				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Deinococcus radiodurans				Cytoplasm				322				-																				
Swiss-Prot	1-2-6	/html-files/class1-family6.html				-				P63628	https://www.uniprot.org/uniprotkb/P63628/entry				ASPG_MYCBO				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Mycobacterium bovis				Secreted				315				-																				
Swiss-Prot	1-2-6	/html-files/class1-family6.html				-				Q9X7E6	https://www.uniprot.org/uniprotkb/Q9X7E6/entry				ASPG_MYCLE				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Mycobacterium leprae				Secreted				310				-																				
Swiss-Prot	1-2-6	/html-files/class1-family6.html				-				P9WPX4	https://www.uniprot.org/uniprotkb/P9WPX4/entry				ASPG_MYCTO				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Mycobacterium tuberculosis	(strain CDC 1551 / Oshkosh), identical to P9WPX5		i	Secreted				315				-																				
Swiss-Prot	1-2-6	/html-files/class1-family6.html				-				P9WPX5	https://www.uniprot.org/uniprotkb/P9WPX5/entry				ASPG_MYCTU				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Mycobacterium tuberculosis	(strain ATCC 25618 / H37Rv), identical to P9WPX4		i	Secreted				315				Dimer									0.38 8.3 19.57	https://doi.org/10.1016/j.biochi.2020.12.023			74.08 797.7 1587.7	https://doi.org/10.1016/j.biochi.2020.12.023			80.7 869.4 1732.5	https://doi.org/10.1016/j.biochi.2020.12.023		
Swiss-Prot	1-4-11	/html-files/class1-family11.html				-				P26900	https://www.uniprot.org/uniprotkb/P26900/entry				ASPG1_BACSU				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Bacillus subtilis				Cytoplasm				329				-									1.579	https://doi.org/10.1007/s10123-024-00493-y	Sequence may not be exact match	i								
Swiss-Prot	1-4-11	/html-files/class1-family11.html				-				Q8TZE8	https://www.uniprot.org/uniprotkb/Q8TZE8/entry				ASPG_PYRFU				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Pyrococcus furiosus				-				326				Homo dimer / tetramer	Temperature dependent		i	5CBP	https://www.rcsb.org/structure/5CBP	https://www.uniprot.org/uniprotkb/Q8TZE8/entry#structure			12	https://doi.org/10.1134/s0006297910030144							870	https://doi.org/10.1134/s0006297910030144		
Swiss-Prot	1-4-11	/html-files/class1-family11.html				-				Q5JIW4	https://www.uniprot.org/uniprotkb/Q5JIW4/entry				ASPG_THEKO				3.5.1.1	https://enzyme.expasy.org/EC/3.5.1.1				Thermococcus kodakarensis				-				328				Homo dimer				5OT0	https://www.rcsb.org/structure/5OT0				2.6;5.5	https://doi.org/10.1002/jobm.201300741;https://doi.org/10.1016/j.jbiosc.2013.04.005			1121;3300	https://doi.org/10.1002/jobm.201300741;https://doi.org/10.1016/j.jbiosc.2013.04.005			694	https://doi.org/10.1002/jobm.201300741		
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				Q9Y9T8	https://www.uniprot.org/uniprotkb/Q9Y9T8/entry				GATD_AERPE				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Aeropyrum pernix				-				427				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				O29380	https://www.uniprot.org/uniprotkb/O29380/entry				GATD_ARCFU				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Archaeoglobus fulgidus				-				418				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				B0R6H4	https://www.uniprot.org/uniprotkb/B0R6H4/entry				GATD_HALS3				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Halobacterium salinarum				-				427				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				Q9HP20	https://www.uniprot.org/uniprotkb/Q9HP20/entry				GATD_HALSA				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Halobacterium salinarum				-				427				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				Q18GL3	https://www.uniprot.org/uniprotkb/Q18GL3/entry				GATD_HALWD				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Haloquadratum walsbyi				-				442				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				Q8TR66	https://www.uniprot.org/uniprotkb/Q8TR66/entry				GATD_METAC				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Methanosarcina acetivorans				-				424				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				Q46GJ6	https://www.uniprot.org/uniprotkb/Q46GJ6/entry				GATD_METBF				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Methanosarcina barkeri				-				424				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				Q12X65	https://www.uniprot.org/uniprotkb/Q12X65/entry				GATD_METBU				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Methanococcoides burtonii				-				415				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				Q60331	https://www.uniprot.org/uniprotkb/Q60331/entry				GATD_METJA				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Methanocaldococcus jannaschii				-				417				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				Q8TV84	https://www.uniprot.org/uniprotkb/Q8TV84/entry				GATD_METKA				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Methanopyrus kandleri				-				458				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				A4FWR5	https://www.uniprot.org/uniprotkb/A4FWR5/entry				GATD_METM5				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Methanococcus maripaludis				-				418				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				A9AA46	https://www.uniprot.org/uniprotkb/A9AA46/entry				GATD_METM6				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Methanococcus maripaludis				-				418				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				A6VGK5	https://www.uniprot.org/uniprotkb/A6VGK5/entry				GATD_METM7				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Methanococcus maripaludis				-				418				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				Q8PUM7	https://www.uniprot.org/uniprotkb/Q8PUM7/entry				GATD_METMA				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Methanosarcina mazei				-				425				-																				
Swiss-Prot	1-4-12	/html-files/class1-family12.html				-				P61400	https://www.uniprot.org/uniprotkb/P61400/entry				GATD_METMP				6.3.5.-	https://enzyme.expasy.org/EC/6.3.5.-				Methanococcus maripaludis				-				418				-																				
